id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
13861,31,technician,single,high.school,no,no,no,cellular,aug,tue,4298,4,967,4,success,1.4,90.43,-32.84,1.98,5116.47,no
13862,55,technician,married,university.degree,no,yes,no,cellular,may,mon,433,2,756,4,failure,-1.8,90.98,-37.57,3.43,5025.04,no
13863,34,admin.,single,university.degree,no,yes,no,cellular,jul,wed,142,1,1004,0,nonexistent,1.4,97.2,-43.34,4.8,5055.57,no
13864,44,housemaid,divorced,basic.4y,no,yes,yes,telephone,jun,fri,1617,4,432,0,success,1.4,89.45,-27.4,2.05,4899.63,no
13865,32,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,mon,2131,1,222,0,failure,-1.8,91.49,-32.49,4.47,4992.24,no
13866,34,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,2581,1,802,0,success,1.1,95.83,-44.07,1.89,5411.69,no
13867,47,self-employed,single,professional.course,unknown,yes,no,telephone,may,wed,678,3,872,0,nonexistent,1.1,94.79,-45.67,3.13,5139.8,no
13868,33,technician,married,university.degree,no,yes,yes,cellular,aug,fri,66,1,983,0,nonexistent,1.4,89.23,-35.81,4.83,4998.06,no
13869,45,blue-collar,married,high.school,unknown,no,no,telephone,may,fri,234,1,883,5,success,1.1,96.65,-28.4,2.71,4827.54,no
13870,30,technician,single,professional.course,no,yes,no,cellular,apr,thu,44,0,57,0,nonexistent,-1.8,89.91,-30.25,2.34,5043.39,no
13871,49,management,married,university.degree,no,yes,yes,cellular,nov,mon,4100,1,529,2,success,-0.1,95.96,-30.89,4.52,5049.12,no
13872,40,admin.,single,high.school,no,no,no,telephone,jun,thu,281,1,1002,0,nonexistent,1.4,97.29,-42.92,5.07,5066.02,no
13873,57,unemployed,single,illiterate,yes,unknown,unknown,cellular,oct,thu,1491,37,957,2,success,-1.8,92.96,-29.13,0.8,5051.32,no
13874,46,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,754,0,1002,0,nonexistent,1.4,89.31,-44.32,4.73,5029.43,no
13875,33,technician,married,professional.course,no,yes,no,cellular,apr,mon,2050,2,600,6,failure,-1.8,89.66,-46.03,2.76,4935.37,no
13876,25,services,single,high.school,no,yes,no,cellular,jul,wed,193,0,996,0,nonexistent,1.4,98.61,-44.83,4.93,5400.62,no
13877,36,management,married,university.degree,no,no,no,cellular,jun,thu,198,1,992,0,nonexistent,-2.9,91.66,-42.3,1.26,5081.27,yes
13878,49,unemployed,divorced,high.school,unknown,yes,no,cellular,nov,thu,2043,2,194,5,failure,-0.1,92.97,-35.64,3.46,5172.73,no
13879,47,blue-collar,single,basic.4y,no,yes,yes,cellular,nov,thu,138,0,991,0,nonexistent,-0.1,89,-43.42,3.87,5102.27,no
13880,29,blue-collar,single,professional.course,no,no,no,telephone,may,wed,308,5,988,0,nonexistent,1.1,95.02,-36.65,4.92,5388.25,no
13881,56,admin.,married,university.degree,no,yes,yes,telephone,jul,tue,3417,0,551,2,failure,1.4,96.65,-28.34,3.09,4897.38,no
13882,54,retired,single,high.school,no,yes,no,telephone,may,fri,1486,1,608,3,success,1.1,94.49,-48.7,3.42,5209.34,no
13883,44,admin.,married,university.degree,no,yes,no,cellular,aug,wed,72,1,985,0,nonexistent,1.4,96.71,-37.72,4.9,5144.45,no
13884,31,services,married,high.school,no,no,no,telephone,jun,fri,1138,3,396,5,success,1.4,92.04,-43.49,3.84,5318.83,no
13885,32,admin.,divorced,university.degree,no,no,yes,cellular,aug,thu,1197,1,895,2,nonexistent,1.4,94.58,-32.53,2.08,4748.26,no
13886,36,admin.,single,high.school,unknown,yes,no,cellular,nov,mon,368,0,950,0,nonexistent,-0.1,94.69,-42.46,4.37,5216.58,no
13887,50,services,married,high.school,no,no,no,cellular,may,fri,442,0,952,0,nonexistent,-1.8,91.31,-46.8,1.21,4884.93,no
13888,51,admin.,divorced,unknown,no,no,no,cellular,jul,tue,482,2,335,6,nonexistent,1.4,97.68,-38.14,3.49,4919.54,no
13889,37,services,single,high.school,no,no,no,telephone,may,mon,97,5,978,0,nonexistent,1.1,91.08,-36.8,4.9,5227.33,no
13890,28,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,2608,0,722,3,failure,1.4,89.69,-33.57,4.82,4861.86,no
13891,33,admin.,single,university.degree,no,yes,no,cellular,aug,mon,3455,1,207,5,nonexistent,1.4,92,-43.3,1.87,5366.43,no
13892,38,admin.,married,high.school,no,yes,no,telephone,oct,fri,101,0,982,0,nonexistent,-0.1,95.01,-39.55,5.01,4941.2,yes
13893,51,technician,married,professional.course,no,no,no,cellular,nov,tue,266,0,1041,0,nonexistent,-0.1,97.2,-41.11,3.95,5185.4,no
13894,52,admin.,married,university.degree,no,yes,yes,telephone,dec,mon,4526,0,775,5,failure,-3,94.89,-37.45,2.97,4795.58,yes
13895,34,services,married,high.school,no,no,no,telephone,may,wed,267,1,954,0,nonexistent,1.1,89.57,-35.78,4.74,4967.78,no
13896,61,self-employed,divorced,university.degree,no,no,no,cellular,sep,tue,1814,1,911,6,success,-3.4,95.17,-46.69,3.76,4891.96,yes
13897,52,technician,divorced,university.degree,no,no,yes,cellular,aug,tue,81,0,1047,0,nonexistent,1.4,88.86,-37.72,4.94,5102.62,no
13898,31,admin.,married,university.degree,no,no,no,cellular,jun,tue,75,0,3,1,success,-2.9,88.5,-39.49,1.25,5066.04,yes
13899,28,admin.,single,university.degree,no,yes,no,cellular,aug,fri,98,2,1015,0,nonexistent,1.4,89.89,-37.25,4.89,5207.18,no
13900,38,admin.,married,university.degree,no,yes,no,cellular,sep,wed,141,2,879,4,nonexistent,-3.4,96.35,-48.92,1.32,5342.72,yes
13901,39,services,married,high.school,no,no,no,cellular,apr,mon,257,2,1029,0,nonexistent,-1.8,96.42,-49.4,1.37,4981.82,no
13902,56,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,206,0,1030,0,nonexistent,1.1,94.08,-34.94,4.96,5279.24,no
13903,54,admin.,married,university.degree,no,yes,no,cellular,jul,tue,480,5,968,0,nonexistent,1.4,95.6,-41.12,5.12,5144.45,no
13904,53,admin.,divorced,basic.9y,no,yes,yes,cellular,apr,mon,9,5,993,1,failure,-1.8,94.93,-45.68,1.39,5348.95,no
13905,31,entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,thu,213,2,983,0,nonexistent,1.4,94.27,-43.13,4.99,5411.08,no
13906,35,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,mon,4523,1,414,6,success,-1.8,91.2,-32.65,1.26,5260.61,no
13907,42,entrepreneur,married,university.degree,no,yes,yes,telephone,jul,tue,3472,4,752,3,success,1.4,90.29,-27.93,2.79,4919.81,no
13908,26,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,492,0,960,0,nonexistent,1.1,91.64,-36.58,4.83,5393.44,no
13909,27,admin.,single,university.degree,no,no,no,cellular,may,wed,607,2,657,2,failure,-1.8,89.97,-39.52,1.49,5132.16,yes
13910,37,admin.,single,university.degree,no,yes,no,cellular,oct,wed,113,0,1,2,success,-3.4,90.21,-26.76,0.71,4861.95,no
13911,50,technician,married,professional.course,unknown,yes,no,telephone,may,thu,924,1,976,0,nonexistent,1.1,94.27,-35.23,4.85,5201.38,yes
13912,34,technician,married,professional.course,no,no,no,telephone,may,wed,146,9,1047,0,nonexistent,1.1,96.62,-37.12,4.81,5045.65,no
13913,28,services,married,high.school,no,yes,no,telephone,may,tue,479,1,954,0,nonexistent,1.1,94.18,-37.23,4.66,5383.06,no
13914,33,technician,single,professional.course,no,yes,no,cellular,aug,tue,2359,1,937,3,success,1.4,88.58,-29.66,2.59,4951.08,no
13915,27,entrepreneur,married,basic.4y,no,no,no,cellular,jul,tue,4752,4,741,1,nonexistent,1.4,89.91,-38.6,1.73,5053.74,no
13916,39,unemployed,single,university.degree,no,yes,no,cellular,nov,tue,92,0,1001,0,nonexistent,-0.1,92.08,-41.32,4.35,5377.65,no
13917,46,admin.,divorced,professional.course,no,no,no,cellular,nov,mon,107,0,1017,1,failure,-0.1,97.67,-43.34,4.23,5159.42,no
13918,43,blue-collar,divorced,basic.4y,unknown,yes,yes,telephone,may,fri,376,2,955,0,nonexistent,1.1,97.18,-36.8,5.04,5019.69,no
13919,57,retired,married,basic.9y,unknown,no,no,telephone,jun,fri,24,8,964,0,nonexistent,1.4,95.5,-41.88,4.83,4998.06,no
13920,33,services,married,high.school,no,no,no,telephone,jun,thu,56,0,967,0,nonexistent,1.4,90.87,-42.59,5.01,5060.8,no
13921,29,admin.,single,university.degree,no,no,no,cellular,aug,tue,107,3,973,0,nonexistent,1.4,90.64,-36.13,5.13,5343.11,no
13922,33,management,married,university.degree,no,yes,no,cellular,nov,tue,204,0,973,2,failure,-3.4,93.01,-31.21,0.73,4892.06,yes
13923,49,blue-collar,married,high.school,yes,yes,no,telephone,aug,wed,99,34,958,0,nonexistent,-0.1,91.98,-40.4,3.95,5429.61,yes
13924,49,blue-collar,single,basic.4y,no,no,yes,cellular,jul,tue,2464,0,213,2,success,1.4,91.47,-48.88,1.09,4963.32,no
13925,55,technician,married,university.degree,unknown,no,no,telephone,jun,thu,310,1,969,0,nonexistent,1.4,94.55,-40.58,5.09,5416.31,no
13926,41,entrepreneur,married,basic.4y,unknown,no,no,cellular,may,mon,2692,1,486,4,failure,-1.8,90.67,-28.53,1.53,5039.5,no
13927,43,admin.,single,high.school,no,yes,no,cellular,jul,thu,68,1,953,0,nonexistent,1.4,98.51,-41.71,5.11,5374.48,no
13928,37,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,4748,1,883,6,failure,1.1,96.34,-39.26,4.09,5079.99,no
13929,22,student,single,high.school,no,yes,no,telephone,aug,fri,254,1,74,0,nonexistent,-2.9,91.15,-44.98,1.33,5219.44,no
13930,30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,198,0,0,2,success,-1.7,94.3,-39.29,0.89,5136.35,yes
13931,25,student,single,high.school,no,no,no,cellular,jun,mon,491,2,1031,0,nonexistent,-1.7,90.57,-39.95,0.74,5131.36,yes
13932,35,admin.,married,university.degree,no,yes,no,cellular,jul,tue,2286,5,158,2,failure,1.4,93.88,-26.49,1.29,4787.72,yes
13933,27,technician,single,professional.course,no,no,no,cellular,aug,fri,204,1,1014,0,nonexistent,1.4,89.61,-37.58,5.1,5484.27,no
13934,33,services,married,high.school,no,unknown,unknown,telephone,may,mon,70,2,1042,0,nonexistent,1.1,96.71,-34.58,4.87,5362.3,no
13935,85,retired,married,unknown,unknown,no,unknown,cellular,aug,tue,265,16,1046,0,nonexistent,1.4,93.63,-42.82,4.84,5468.59,yes
13936,43,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,4108,6,774,3,nonexistent,-1.8,90.21,-30.87,0.86,5182.26,no
13937,55,management,married,university.degree,no,yes,no,cellular,nov,thu,1046,0,665,4,nonexistent,-1.1,92.35,-47.57,0.69,5004.47,no
13938,41,self-employed,married,unknown,unknown,no,no,cellular,jul,mon,147,8,1001,0,nonexistent,1.4,97.95,-42.23,5.19,5060.8,no
13939,56,self-employed,married,professional.course,no,no,yes,telephone,jun,fri,12,38,1043,0,nonexistent,1.4,98.14,-41.59,5.01,5076.48,no
13940,31,admin.,single,high.school,no,no,no,cellular,may,thu,3433,1,418,2,failure,-1.8,90.55,-40.84,2.29,5157.96,yes
13941,43,admin.,divorced,high.school,no,yes,yes,telephone,jun,fri,104,4,1011,0,nonexistent,1.4,90.68,-43.01,4.93,5395.39,no
13942,90,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,86,1,1008,0,nonexistent,-1.8,90.61,-50.1,1.63,5063.4,no
13943,30,services,married,high.school,no,no,no,cellular,apr,fri,62,1,1025,1,failure,-1.8,91.21,-47.99,1.44,5185.78,no
13944,33,admin.,married,university.degree,no,yes,no,cellular,jun,thu,206,2,1004,0,nonexistent,-2.9,95.93,-39.29,1.28,5157.41,no
13945,28,services,single,high.school,no,yes,yes,cellular,may,fri,9,5,962,0,nonexistent,-1.8,95.49,-48.23,1.22,5144.99,no
13946,36,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,180,2,953,0,nonexistent,1.1,90.51,-38.03,4.76,5351.92,no
13947,36,technician,single,professional.course,no,yes,no,telephone,may,fri,1559,0,377,4,nonexistent,1.1,90.07,-47.97,2.63,5031.55,no
13948,41,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,147,3,1001,1,failure,-1.8,92.42,-46.15,1.39,5303.06,no
13949,42,technician,married,professional.course,no,no,no,cellular,nov,fri,790,8,821,6,failure,-0.1,96.92,-45.75,2.6,5465.05,no
13950,41,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,3678,0,837,1,success,1.1,95.73,-48.11,4.71,5022.92,no
13951,32,self-employed,single,university.degree,no,no,no,telephone,may,tue,3904,3,782,4,success,1.1,97.35,-48.33,4,5274.47,no
13952,57,retired,divorced,basic.4y,unknown,no,no,cellular,may,wed,548,4,1045,1,failure,-1.8,95.21,-45.83,1.33,5272.46,yes
13953,55,blue-collar,married,basic.4y,no,no,yes,cellular,may,fri,138,2,1039,0,nonexistent,-1.8,95.3,-48.04,1.2,5323.46,no
13954,38,admin.,single,university.degree,unknown,yes,no,cellular,aug,fri,867,1,1039,0,nonexistent,1.4,92.6,-36.49,5.14,5353.57,no
13955,31,admin.,divorced,high.school,no,no,yes,telephone,may,fri,100,4,1036,0,nonexistent,1.1,95.59,-35.85,5.02,5159.85,no
13956,24,admin.,single,high.school,no,no,no,telephone,jun,thu,126,0,1045,0,nonexistent,1.4,99.18,-41.8,4.83,5411.08,no
13957,52,services,married,high.school,no,no,no,telephone,jul,wed,8,1,906,0,failure,1.4,94.75,-47.99,3.23,4910.54,no
13958,34,admin.,divorced,high.school,no,yes,no,telephone,may,tue,685,2,923,4,nonexistent,1.1,92.71,-35.18,0.94,4860.38,no
13959,34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1048,1,970,0,nonexistent,1.4,89.23,-36.46,5.17,5018.97,yes
13960,29,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,1114,1,553,2,failure,1.4,93.38,-47.18,3.75,5040.68,no
13961,30,services,single,university.degree,no,yes,no,telephone,nov,wed,51,2,1045,0,nonexistent,-0.1,92.54,-43.59,4.28,5408.82,no
13962,30,services,single,high.school,no,yes,no,cellular,nov,thu,472,1,956,0,nonexistent,-0.1,94.69,-43.47,4.23,5237.36,no
13963,48,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,thu,149,5,1042,0,nonexistent,1.4,98.42,-42.95,5.17,5243.78,no
13964,36,services,married,high.school,no,no,no,cellular,oct,fri,136,0,1044,2,failure,-3.4,90.95,-25.55,0.73,4796.72,no
13965,55,technician,married,professional.course,no,yes,no,cellular,aug,fri,4386,0,704,5,failure,1.4,93.54,-37.85,2.56,5051.06,no
13966,67,unknown,divorced,basic.4y,unknown,yes,unknown,telephone,dec,tue,2264,10,313,6,nonexistent,-0.1,95.86,-36.62,1.27,5281.67,no
13967,27,blue-collar,single,basic.9y,no,yes,no,cellular,apr,fri,62,2,963,0,nonexistent,-1.8,95.86,-45.35,1.4,5037.91,no
13968,64,technician,divorced,illiterate,yes,unknown,unknown,cellular,apr,thu,2105,32,711,0,success,1.4,92.82,-25.91,4.14,4881.39,yes
13969,27,services,married,basic.4y,yes,no,unknown,telephone,may,tue,1132,25,1007,0,nonexistent,1.4,94.01,-43.85,4.8,5379.71,yes
13970,29,technician,single,high.school,no,yes,no,cellular,aug,wed,222,3,958,0,nonexistent,1.4,92.97,-35.05,5.15,5311.74,no
13971,35,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,94,1,1046,0,nonexistent,1.1,97,-35.38,4.64,5351.92,no
13972,37,services,married,high.school,no,no,no,telephone,jul,wed,272,2,978,0,nonexistent,-1.7,92.8,-39.69,0.82,5076.45,yes
13973,44,management,married,university.degree,unknown,no,no,cellular,apr,thu,168,1,1045,0,nonexistent,-1.8,93.63,-46.15,1.37,4925.73,no
13974,51,technician,married,university.degree,no,yes,no,cellular,jun,tue,3404,0,251,3,failure,-1.7,94.77,-31.96,4.67,5167.93,yes
13975,55,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,131,1,1047,0,nonexistent,-0.1,96.92,-41.32,4.18,5247.75,no
13976,50,technician,married,professional.course,unknown,yes,yes,cellular,aug,mon,147,1,1008,0,nonexistent,1.4,89.98,-35.3,4.72,5479.04,no
13977,44,technician,married,basic.9y,no,no,yes,cellular,nov,wed,216,0,1036,0,nonexistent,-0.1,90.12,-41.37,4.06,5226.97,no
13978,26,admin.,single,university.degree,no,yes,no,telephone,may,wed,225,1,968,0,nonexistent,1.1,96.62,-36.25,4.99,5191,no
13979,40,technician,married,professional.course,no,no,no,cellular,may,thu,1120,2,370,4,nonexistent,-1.8,98.53,-37.6,3.64,5379.36,no
13980,43,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,tue,294,1,1031,0,nonexistent,-0.1,91.14,-41.7,4.2,5315.3,no
13981,32,admin.,married,university.degree,no,no,no,telephone,may,fri,2353,2,617,6,failure,-1.8,98.67,-42.98,3.44,5079.24,no
13982,54,management,single,university.degree,no,no,no,cellular,oct,wed,2924,56,709,3,nonexistent,-0.1,90.46,-40.32,1.08,5459.49,no
13983,41,services,married,high.school,no,yes,no,cellular,may,tue,190,1,1037,0,nonexistent,-1.8,93.26,-48.09,1.23,5073.6,no
13984,48,management,divorced,university.degree,no,yes,no,telephone,jun,fri,102,1,1047,0,nonexistent,1.4,93.89,-42.51,4.74,5139.22,no
13985,29,technician,single,professional.course,no,no,no,cellular,jun,tue,2162,0,413,2,nonexistent,-2.9,91.39,-43.33,5.25,4923.93,yes
13986,39,admin.,married,basic.4y,unknown,no,yes,telephone,may,thu,102,0,1043,0,nonexistent,1.1,91.83,-36.07,4.82,4936.64,no
13987,33,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,2680,0,197,2,nonexistent,1.1,95.94,-41.42,4.76,5096.69,no
13988,24,services,married,professional.course,no,yes,no,telephone,may,mon,154,2,1040,0,nonexistent,1.1,94.74,-36.76,4.82,5076.79,no
13989,28,admin.,single,university.degree,no,no,no,cellular,aug,wed,2093,0,185,1,success,1.4,91.44,-43.34,3.54,5246.42,no
13990,31,blue-collar,single,professional.course,no,no,no,telephone,may,thu,96,2,999,0,nonexistent,1.1,91.92,-38.11,4.61,5071.6,no
13991,46,admin.,married,unknown,no,no,no,cellular,may,thu,2768,1,172,6,nonexistent,-1.8,98.76,-32.82,0.92,5144.1,no
13992,73,retired,married,basic.4y,no,yes,no,cellular,sep,wed,269,2,2,1,success,-3.4,90.06,-29.82,0.81,5168.02,yes
13993,25,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,130,2,962,0,nonexistent,-1.8,92.98,-47.26,1.26,5088.9,no
13994,29,technician,married,university.degree,no,no,yes,cellular,jun,fri,136,1,1024,1,failure,-1.7,91.04,-40.03,0.77,4811.9,no
13995,57,admin.,married,university.degree,no,no,no,cellular,nov,wed,190,1,2,2,success,-3.4,88.29,-29.91,0.73,4866.97,yes
13996,37,technician,single,professional.course,no,yes,no,cellular,jul,thu,233,5,976,0,nonexistent,1.4,89.78,-44.15,4.77,5097.39,no
13997,35,technician,single,university.degree,no,yes,no,cellular,jul,mon,2847,3,564,5,failure,-1.7,91.58,-31.24,4.85,5266.97,yes
13998,26,student,single,basic.9y,no,yes,no,cellular,aug,wed,3532,1,263,4,success,-2.9,95.85,-36.47,2.62,5060.89,yes
13999,51,admin.,divorced,university.degree,no,yes,yes,cellular,sep,fri,4298,2,445,2,nonexistent,-3.4,97.39,-41.17,0.97,4907.8,no
14000,35,admin.,single,university.degree,no,yes,no,cellular,aug,wed,64,2,1025,0,nonexistent,1.4,92.5,-36.02,5.14,5154.9,no
14001,58,admin.,married,high.school,unknown,no,no,cellular,jul,tue,206,1,1044,0,nonexistent,1.4,97.01,-43.51,5.2,5327.43,no
14002,30,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,274,1,974,0,nonexistent,1.4,96.07,-43.47,4.96,5452.9,no
14003,40,student,single,illiterate,yes,no,unknown,cellular,aug,fri,1901,49,356,0,failure,1.4,98.45,-49.59,2.27,5248.63,yes
14004,42,unemployed,married,university.degree,unknown,yes,no,telephone,jun,wed,4697,1,546,6,nonexistent,1.4,91.36,-27.13,2.96,4933.66,no
14005,45,admin.,single,high.school,no,no,no,telephone,jun,mon,4170,0,408,1,nonexistent,1.4,97.37,-33.62,3.98,5123.07,no
14006,28,blue-collar,single,unknown,no,no,no,cellular,jul,thu,456,1,974,0,nonexistent,1.4,89.87,-41.93,4.71,5405.85,no
14007,22,blue-collar,single,basic.9y,no,no,yes,cellular,jul,mon,101,3,960,0,nonexistent,1.4,94.29,-41.41,4.85,5018.97,no
14008,46,unknown,married,unknown,no,no,no,telephone,jun,fri,58,3,1024,0,nonexistent,1.4,94.46,-43.47,5.1,4992.83,no
14009,24,admin.,single,high.school,no,no,no,cellular,may,mon,15,3,988,0,nonexistent,-1.8,93.26,-47.44,1.28,5002.21,no
14010,52,technician,divorced,professional.course,no,no,no,cellular,aug,mon,969,1,258,1,failure,1.4,97.47,-47.84,3.75,5028.01,no
14011,75,blue-collar,single,illiterate,no,unknown,no,cellular,may,mon,2069,30,362,6,failure,1.4,91.55,-35.6,3.78,4818.68,yes
14012,24,student,single,high.school,no,yes,yes,cellular,jul,tue,329,3,1000,1,failure,-1.7,89.88,-39.05,0.82,4951.66,no
14013,26,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,156,1,1000,0,nonexistent,1.4,97.29,-42.35,4.95,5160.13,no
14014,61,management,married,university.degree,no,yes,no,cellular,sep,fri,314,1,3,1,success,-3.4,90.62,-28.81,0.81,4972.34,yes
14015,28,blue-collar,divorced,basic.4y,no,no,no,telephone,jul,fri,4291,1,193,3,failure,1.4,91.39,-33.09,4.37,4910.71,no
14016,25,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,2033,3,640,4,nonexistent,-1.8,96.61,-47,4.81,4983.14,no
14017,46,admin.,married,basic.9y,no,yes,no,cellular,apr,fri,198,1,991,0,nonexistent,-1.8,93.07,-48.27,1.38,4951.22,no
14018,52,technician,married,professional.course,unknown,no,yes,cellular,aug,thu,59,0,1030,0,nonexistent,1.4,96.71,-35.41,5.16,5008.51,no
14019,36,admin.,divorced,high.school,no,no,yes,telephone,jun,mon,15,15,986,0,nonexistent,1.4,90.49,-40.75,4.87,5411.08,no
14020,45,admin.,married,high.school,no,yes,no,telephone,may,tue,690,1,976,0,nonexistent,1.1,95.59,-35.7,5.02,5035.26,no
14021,57,admin.,single,university.degree,no,no,yes,cellular,may,mon,508,3,1007,0,nonexistent,-1.8,88.61,-43.98,1.41,5246.97,yes
14022,30,blue-collar,single,high.school,no,yes,no,telephone,may,tue,127,2,1023,0,nonexistent,1.1,89.67,-38.07,4.75,5341.53,no
14023,36,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,155,2,1040,0,nonexistent,1.1,91.08,-35.01,4.61,5434.97,no
14024,37,services,married,basic.9y,no,unknown,unknown,telephone,jun,fri,48,0,996,0,nonexistent,1.4,99.09,-40.71,4.97,4992.83,no
14025,26,management,single,university.degree,no,yes,no,cellular,jun,thu,2390,3,264,0,failure,-1.7,88.81,-49.46,4.6,4973.49,yes
14026,61,management,single,basic.6y,yes,unknown,unknown,cellular,sep,mon,245,17,1043,0,nonexistent,1.4,94.66,-41.16,4.83,5107.85,yes
14027,33,technician,single,university.degree,no,yes,no,cellular,aug,thu,9,13,1007,0,nonexistent,1.4,92.78,-35.26,4.82,5473.82,no
14028,47,housemaid,single,high.school,unknown,yes,yes,telephone,may,mon,106,2,954,0,nonexistent,1.1,97.75,-35.89,4.84,4983.35,no
14029,49,blue-collar,divorced,professional.course,no,no,no,cellular,may,mon,16,7,972,1,failure,-1.8,93.54,-47.26,1.2,5185.78,no
14030,46,services,divorced,high.school,unknown,no,no,cellular,aug,thu,809,5,1006,0,nonexistent,1.4,89.89,-37.25,4.76,5165.36,yes
14031,82,retired,unknown,unknown,no,no,yes,telephone,apr,mon,213,9,949,0,nonexistent,1.4,90.34,-44.53,4.97,5411.08,yes
14032,36,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,200,1,997,0,nonexistent,1.1,95.49,-34.9,4.89,4988.55,no
14033,38,technician,married,professional.course,no,no,yes,telephone,may,thu,44,0,1008,0,nonexistent,1.1,97,-38.18,5.02,5227.33,no
14034,37,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu,95,4,984,0,nonexistent,1.1,93.52,-37.56,4.8,5434.97,no
14035,39,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,183,2,1002,0,nonexistent,1.4,89.05,-36.24,5,5154.9,no
14036,22,services,single,high.school,no,no,no,cellular,jul,mon,220,1,562,4,nonexistent,1.4,96.27,-32.29,1.81,4905.44,no
14037,91,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,4303,0,99,2,failure,-1.8,97.55,-46.07,1.5,5297.69,yes
14038,31,admin.,single,university.degree,no,no,no,cellular,aug,wed,163,0,976,0,nonexistent,1.4,90.73,-37.47,5.2,5395.39,no
14039,25,student,single,high.school,no,no,no,cellular,aug,fri,4065,1,321,1,nonexistent,-2.9,90.9,-48.42,1.89,5021.87,no
14040,35,management,married,university.degree,no,yes,no,cellular,nov,wed,52,1,951,0,nonexistent,-0.1,95.99,-41.95,4.13,5175.01,no
14041,43,services,married,basic.9y,no,no,no,cellular,jul,thu,801,3,771,1,failure,1.4,90.06,-32.08,3.06,4880.91,no
14042,27,technician,single,professional.course,no,yes,no,cellular,jul,wed,108,0,1023,0,nonexistent,1.4,89.97,-44.7,5.08,5327.43,no
14043,32,entrepreneur,married,high.school,unknown,yes,no,telephone,jun,thu,108,0,955,0,nonexistent,1.4,94.37,-43.26,5.05,5217.64,no
14044,43,housemaid,divorced,basic.4y,no,yes,no,cellular,jul,mon,1988,9,502,2,failure,1.4,95.63,-46.33,1.65,5335.95,no
14045,35,admin.,married,university.degree,no,unknown,unknown,cellular,nov,fri,265,1,1035,0,nonexistent,-0.1,90.49,-42,3.94,4961.98,no
14046,20,entrepreneur,married,basic.6y,no,no,no,cellular,sep,fri,310,23,1023,0,nonexistent,1.4,90.3,-42.3,4.72,5358.8,no
14047,36,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,526,2,766,3,failure,1.1,88.62,-48.64,1.74,5232.41,no
14048,37,admin.,divorced,basic.6y,unknown,yes,no,cellular,apr,thu,941,1,1002,1,failure,-1.8,97.07,-45.73,1.44,5002.21,no
14049,71,retired,married,university.degree,no,yes,no,cellular,oct,mon,4464,1,553,4,nonexistent,-3.4,91.04,-50.99,2.4,4872.01,no
14050,25,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,4116,2,766,6,nonexistent,1.4,88.8,-35.53,3.38,5204.07,no
14051,38,technician,married,professional.course,no,yes,no,telephone,jul,wed,83,8,983,0,nonexistent,1.4,97.11,-44.7,4.79,5348.34,no
14052,36,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,2675,5,476,5,failure,1.4,90.88,-43.51,1.18,5133.96,no
14053,32,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,2611,2,711,3,failure,1.4,89.47,-27.89,3.86,5411.11,no
14054,49,admin.,single,university.degree,no,yes,no,telephone,jun,thu,1056,1,1023,0,nonexistent,1.4,93.52,-41.42,4.82,5170.59,no
14055,28,admin.,single,university.degree,no,yes,no,cellular,jul,thu,2454,3,50,4,failure,1.4,91.42,-30.37,2,4965.44,no
